330.000000,162.000000,350.000000,162.000000,350.000000,212.000000,330.000000,212.000000
331.000000,158.000000,351.000000,158.000000,351.000000,208.000000,331.000000,208.000000
333.000000,155.000000,353.000000,155.000000,353.000000,205.000000,333.000000,205.000000
334.000000,157.000000,354.000000,157.000000,354.000000,207.000000,334.000000,207.000000
340.000000,143.000000,360.000000,143.000000,360.000000,193.000000,340.000000,193.000000
336.000000,134.000000,356.000000,134.000000,356.000000,184.000000,336.000000,184.000000
335.000000,135.000000,355.000000,135.000000,355.000000,185.000000,335.000000,185.000000
334.000000,136.000000,354.000000,136.000000,354.000000,186.000000,334.000000,186.000000
331.000000,136.000000,351.000000,136.000000,351.000000,186.000000,331.000000,186.000000
322.000000,143.000000,342.000000,143.000000,342.000000,193.000000,322.000000,193.000000
314.000000,121.000000,334.000000,121.000000,334.000000,171.000000,314.000000,171.000000
315.000000,127.000000,335.000000,127.000000,335.000000,177.000000,315.000000,177.000000
310.000000,125.000000,330.000000,125.000000,330.000000,175.000000,310.000000,175.000000
302.000000,110.000000,322.000000,110.000000,322.000000,160.000000,302.000000,160.000000
293.000000,122.000000,313.000000,122.000000,313.000000,172.000000,293.000000,172.000000
291.000000,128.000000,311.000000,128.000000,311.000000,178.000000,291.000000,178.000000
283.000000,149.000000,303.000000,149.000000,303.000000,199.000000,283.000000,199.000000
276.000000,144.000000,296.000000,144.000000,296.000000,194.000000,276.000000,194.000000
271.000000,146.000000,291.000000,146.000000,291.000000,196.000000,271.000000,196.000000
266.000000,143.000000,286.000000,143.000000,286.000000,193.000000,266.000000,193.000000
260.000000,121.000000,280.000000,121.000000,280.000000,171.000000,260.000000,171.000000
255.000000,118.000000,275.000000,118.000000,275.000000,168.000000,255.000000,168.000000
249.000000,116.000000,269.000000,116.000000,269.000000,166.000000,249.000000,166.000000
243.000000,114.000000,263.000000,114.000000,263.000000,164.000000,243.000000,164.000000
237.000000,112.000000,257.000000,112.000000,257.000000,162.000000,237.000000,162.000000
231.000000,110.000000,251.000000,110.000000,251.000000,160.000000,231.000000,160.000000
225.000000,107.000000,245.000000,107.000000,245.000000,157.000000,225.000000,157.000000
219.000000,100.000000,239.000000,100.000000,239.000000,150.000000,219.000000,150.000000
209.000000,75.000000,229.000000,75.000000,229.000000,125.000000,209.000000,125.000000
218.000000,90.000000,238.000000,90.000000,238.000000,140.000000,218.000000,140.000000
227.000000,69.000000,247.000000,69.000000,247.000000,119.000000,227.000000,119.000000
227.000000,68.000000,247.000000,68.000000,247.000000,118.000000,227.000000,118.000000
235.000000,55.000000,255.000000,55.000000,255.000000,105.000000,235.000000,105.000000
242.000000,32.000000,262.000000,32.000000,262.000000,82.000000,242.000000,82.000000
251.000000,13.000000,271.000000,13.000000,271.000000,63.000000,251.000000,63.000000
257.000000,19.000000,277.000000,19.000000,277.000000,69.000000,257.000000,69.000000
250.000000,36.000000,270.000000,36.000000,270.000000,86.000000,250.000000,86.000000
247.000000,33.000000,267.000000,33.000000,267.000000,83.000000,247.000000,83.000000
244.000000,32.000000,264.000000,32.000000,264.000000,82.000000,244.000000,82.000000
242.000000,25.000000,262.000000,25.000000,262.000000,75.000000,242.000000,75.000000
243.000000,19.000000,263.000000,19.000000,263.000000,69.000000,243.000000,69.000000
234.000000,35.000000,254.000000,35.000000,254.000000,85.000000,234.000000,85.000000
227.000000,10.000000,247.000000,10.000000,247.000000,60.000000,227.000000,60.000000
229.000000,7.000000,249.000000,7.000000,249.000000,57.000000,229.000000,57.000000
230.000000,5.000000,250.000000,5.000000,250.000000,55.000000,230.000000,55.000000
231.000000,1.000000,251.000000,1.000000,251.000000,51.000000,231.000000,51.000000
232.000000,0.000000,252.000000,0.000000,252.000000,50.000000,232.000000,50.000000
233.000000,-3.000000,253.000000,-3.000000,253.000000,47.000000,233.000000,47.000000
234.000000,-7.000000,254.000000,-7.000000,254.000000,43.000000,234.000000,43.000000
234.000000,-8.000000,254.000000,-8.000000,254.000000,42.000000,234.000000,42.000000
235.000000,-10.000000,255.000000,-10.000000,255.000000,40.000000,235.000000,40.000000
235.000000,-13.000000,255.000000,-13.000000,255.000000,37.000000,235.000000,37.000000
236.000000,-12.000000,256.000000,-12.000000,256.000000,38.000000,236.000000,38.000000
237.000000,-14.000000,257.000000,-14.000000,257.000000,36.000000,237.000000,36.000000
237.000000,-17.000000,257.000000,-17.000000,257.000000,33.000000,237.000000,33.000000
237.000000,-24.000000,257.000000,-24.000000,257.000000,26.000000,237.000000,26.000000
237.000000,-30.000000,257.000000,-30.000000,257.000000,20.000000,237.000000,20.000000
237.000000,-37.000000,257.000000,-37.000000,257.000000,13.000000,237.000000,13.000000
237.000000,-43.000000,257.000000,-43.000000,257.000000,7.000000,237.000000,7.000000
238.000000,-39.000000,258.000000,-39.000000,258.000000,11.000000,238.000000,11.000000
238.000000,-41.000000,258.000000,-41.000000,258.000000,9.000000,238.000000,9.000000
