525.000000,46.000000,538.000000,46.000000,538.000000,72.000000,525.000000,72.000000
521.000000,55.000000,534.000000,55.000000,534.000000,81.000000,521.000000,81.000000
525.000000,66.000000,538.000000,66.000000,538.000000,92.000000,525.000000,92.000000
519.000000,56.000000,532.000000,56.000000,532.000000,82.000000,519.000000,82.000000
515.000000,43.000000,528.000000,43.000000,528.000000,69.000000,515.000000,69.000000
511.000000,53.000000,524.000000,53.000000,524.000000,79.000000,511.000000,79.000000
509.000000,61.000000,522.000000,61.000000,522.000000,87.000000,509.000000,87.000000
503.000000,48.000000,516.000000,48.000000,516.000000,74.000000,503.000000,74.000000
499.000000,39.000000,512.000000,39.000000,512.000000,65.000000,499.000000,65.000000
496.000000,45.000000,509.000000,45.000000,509.000000,71.000000,496.000000,71.000000
493.000000,42.000000,506.000000,42.000000,506.000000,68.000000,493.000000,68.000000
490.000000,42.000000,503.000000,42.000000,503.000000,68.000000,490.000000,68.000000
487.000000,39.000000,500.000000,39.000000,500.000000,65.000000,487.000000,65.000000
484.000000,40.000000,497.000000,40.000000,497.000000,66.000000,484.000000,66.000000
481.000000,39.000000,494.000000,39.000000,494.000000,65.000000,481.000000,65.000000
478.000000,40.000000,491.000000,40.000000,491.000000,66.000000,478.000000,66.000000
475.000000,39.000000,488.000000,39.000000,488.000000,65.000000,475.000000,65.000000
477.000000,45.000000,490.000000,45.000000,490.000000,71.000000,477.000000,71.000000
477.000000,39.000000,490.000000,39.000000,490.000000,65.000000,477.000000,65.000000
477.000000,38.000000,490.000000,38.000000,490.000000,64.000000,477.000000,64.000000
477.000000,35.000000,490.000000,35.000000,490.000000,61.000000,477.000000,61.000000
477.000000,38.000000,490.000000,38.000000,490.000000,64.000000,477.000000,64.000000
474.000000,39.000000,487.000000,39.000000,487.000000,65.000000,474.000000,65.000000
474.000000,39.000000,487.000000,39.000000,487.000000,65.000000,474.000000,65.000000
474.000000,34.000000,487.000000,34.000000,487.000000,60.000000,474.000000,60.000000
476.000000,33.000000,489.000000,33.000000,489.000000,59.000000,476.000000,59.000000
476.000000,37.000000,489.000000,37.000000,489.000000,63.000000,476.000000,63.000000
475.000000,33.000000,488.000000,33.000000,488.000000,59.000000,475.000000,59.000000
474.000000,45.000000,487.000000,45.000000,487.000000,71.000000,474.000000,71.000000
479.000000,37.000000,492.000000,37.000000,492.000000,63.000000,479.000000,63.000000
484.000000,32.000000,497.000000,32.000000,497.000000,58.000000,484.000000,58.000000
485.000000,37.000000,498.000000,37.000000,498.000000,63.000000,485.000000,63.000000
485.000000,34.000000,498.000000,34.000000,498.000000,60.000000,485.000000,60.000000
485.000000,37.000000,498.000000,37.000000,498.000000,63.000000,485.000000,63.000000
485.000000,34.000000,498.000000,34.000000,498.000000,60.000000,485.000000,60.000000
485.000000,26.000000,498.000000,26.000000,498.000000,52.000000,485.000000,52.000000
485.000000,34.000000,498.000000,34.000000,498.000000,60.000000,485.000000,60.000000
485.000000,26.000000,498.000000,26.000000,498.000000,52.000000,485.000000,52.000000
485.000000,34.000000,498.000000,34.000000,498.000000,60.000000,485.000000,60.000000
479.000000,45.000000,492.000000,45.000000,492.000000,71.000000,479.000000,71.000000
484.000000,32.000000,497.000000,32.000000,497.000000,58.000000,484.000000,58.000000
